0.0,0.7567,2.03,3.2984
5e-05,0.7495,2.0316,3.2984
0.0001,0.7543,2.0348,3.2992
0.00015000000000000001,0.7559,2.0316,3.3
0.0002,0.7559,2.0437,3.3
0.00025,0.7567,2.0364,3.2976
0.00030000000000000003,0.7519,2.0364,3.2984
0.00035,0.7446,2.0332,3.3
0.0004,0.7551,2.0348,3.2992
0.00045000000000000004,0.7535,2.034,3.2984
0.0005,0.7551,2.0348,3.2984
0.00055,0.7519,2.034,3.3
0.0006000000000000001,0.7543,2.034,3.2984
0.0006500000000000001,0.7551,2.0332,3.2992
0.0007,0.7503,2.034,3.3
0.00075,0.7567,2.0356,3.3
0.0008,0.7212,1.9945,3.2984
0.0008500000000000001,0.7196,1.9977,3.2992
0.0009000000000000001,0.7196,2.0066,3.3
0.00095,0.7221,2.0001,3.3
0.001,0.71,1.9961,3.2984
0.0010500000000000002,0.7301,1.9985,3.3
0.0011,0.7245,1.9985,3.3
0.00115,0.7221,1.9969,3.3
0.0012000000000000001,0.7406,1.9977,3.3
0.00125,0.7221,1.9945,3.2992
0.0013000000000000002,0.7229,1.9969,3.3
0.00135,0.7285,1.9977,3.3
0.0014,0.7221,2.0001,3.3
0.0014500000000000001,0.7204,1.9993,3.2992
0.0015,0.7204,1.9985,3.3
0.0015500000000000002,0.7221,1.9985,3.2984
0.0016,0.7229,1.9977,3.3
0.00165,0.718,1.984,3.3
0.0017000000000000001,0.7212,1.9969,3.2992
0.00175,0.7221,1.9969,3.3
0.0018000000000000002,0.6906,1.9703,3.2992
0.00185,0.6906,1.9607,3.2992
0.0019,0.693,1.9607,3.2992
0.0019500000000000001,0.693,1.9639,3.3
0.002,0.6906,1.9615,3.2992
0.00205,0.6906,1.9687,3.3
0.0021000000000000003,0.6914,1.9623,3.2992
0.00215,0.6963,1.9623,3.2976
0.0022,0.6914,1.9615,3.2992
0.0022500000000000003,0.6866,1.9607,3.2992
0.0023,0.6914,1.9631,3.3
0.00235,0.693,1.9607,3.3
0.0024000000000000002,0.6914,1.9607,3.3
0.00245,0.6914,1.9615,3.2992
0.0025,0.6898,1.9631,3.2992
0.00255,0.6914,1.9607,3.3
0.0026000000000000003,0.6914,1.9615,3.3
0.00265,0.6914,1.9623,3.2984
0.0027,0.6914,1.9615,3.2984
0.0027500000000000003,0.6914,1.9615,3.2992
0.0028,0.6648,1.922,3.2984
0.00285,0.6656,1.9252,3.3
0.0029000000000000002,0.6664,1.9236,3.3
0.00295,0.6673,1.9244,3.2984
0.003,0.6656,1.926,3.3
0.00305,0.664,1.9244,3.2984
0.0031000000000000003,0.664,1.9244,3.2984
0.00315,0.6648,1.9252,3.2992
0.0032,0.664,1.9252,3.3
0.0032500000000000003,0.6656,1.9268,3.3
0.0033,0.6656,1.9236,3.3
0.00335,0.664,1.9252,3.2992
0.0034000000000000002,0.6648,1.9228,3.2984
0.0034500000000000004,0.6632,1.926,3.3
0.0035,0.6648,1.9244,3.2984
0.00355,0.6648,1.9236,3.3
0.0036000000000000003,0.6632,1.9268,3.3
0.00365,0.6656,1.9244,3.2976
0.0037,0.6664,1.9236,3.2992
0.0037500000000000003,0.6673,1.9244,3.3
0.0038,0.6374,1.8873,3.2992
0.00385,0.6374,1.8865,3.3
0.0039000000000000003,0.6374,1.8897,3.2992
0.00395,0.6382,1.8881,3.2984
0.004,0.6471,1.8889,3.2984
0.00405,0.639,1.8873,3.3
0.0041,0.6415,1.8881,3.3
0.00415,0.6407,1.8881,3.2984
0.004200000000000001,0.639,1.8881,3.3
