2060,1945,1680
2060,1945,1679
2058,1943,1679
2057,1944,1676
2062,1943,1677
2058,1944,1673
2058,1942,1678
2057,1942,1678
2056,1942,1676
2058,1942,1679
2058,1944,1678
2058,1944,1678
2057,1942,1678
2059,1944,1679
2060,1943,1679
2059,1943,1680
2060,1943,1679
2060,1944,1677
2059,1943,1678
2059,1943,1679
2059,1944,1678
2059,1942,1678
2059,1942,1676
2059,1943,1678
2066,1941,1678
2058,1944,1678
2059,1944,1676
2060,1942,1676
2059,1941,1676
2059,1944,1676
2060,1943,1678
2059,1943,1681
2062,1943,1680
2060,1943,1680
2062,1945,1679
2060,1942,1679
2060,1943,1681
2058,1943,1678
2058,1942,1678
2058,1943,1679
2061,1942,1676
2059,1943,1675
2058,1943,1675
2060,1943,1674
2059,1944,1676
2062,1943,1677
2055,1945,1677
2056,1944,1677
2059,1946,1677
2056,1945,1677
2061,1944,1677
2060,1943,1678
2058,1942,1679
2058,1942,1676
2058,1943,1679
2058,1943,1678
2058,1943,1678
2058,1943,1679
2058,1943,1678
2058,1943,1676
2058,1944,1677
2058,1944,1677
2057,1943,1679
2057,1943,1679
2059,1944,1680
2060,1945,1679
2063,1944,1679
2057,1946,1679
2060,1945,1679
2059,1942,1678
2059,1942,1679
2057,1944,1678
2057,1944,1675
2057,1942,1677
2057,1942,1676
2056,1943,1675
2058,1943,1676
2059,1944,1676
2057,1943,1677
2059,1944,1677
2058,1944,1677
2060,1945,1678
2060,1945,1679
2059,1946,1677
2060,1945,1678
2061,1944,1679
2060,1943,1679
2059,1942,1679
2059,1942,1678
2057,1942,1677
2058,1943,1676
2059,1943,1678
2059,1940,1676
2056,1942,1677
2058,1944,1677
2058,1942,1678
2059,1943,1679
2060,1942,1679
2058,1943,1679
2060,1943,1679
2058,1945,1679
2060,1945,1678
2061,1943,1678
2059,1943,1678
2060,1944,1676
2058,1942,1677
2058,1942,1677
2060,1943,1675
2058,1942,1676
2057,1942,1676
2059,1942,1676
2059,1942,1676
2059,1943,1677
2058,1944,1678
2059,1944,1678
2061,1944,1679
2080,1945,1678
2061,1943,1677
2060,1943,1677
2059,1944,1677
2058,1942,1677
2058,1942,1678
2056,1942,1676
2058,1943,1676
2058,1942,1678
2058,1944,1675
2058,1941,1678
2054,1943,1678
2059,1944,1675
2060,1943,1678
2059,1943,1677
2060,1944,1677
2061,1944,1678
2059,1943,1679
2059,1942,1680
2061,1944,1679
2058,1943,1678
2060,1944,1675
2061,1942,1675
2058,1942,1675
2059,1944,1674
2058,1941,1676
2056,1943,1676
2057,1943,1677
2057,1943,1678
2058,1943,1678
2058,1945,1678
2060,1944,1680
2057,1944,1680
2060,1945,1679
2059,1943,1679
2060,1943,1680
2060,1944,1679
2059,1944,1678
2059,1943,1678
2059,1943,1678
2057,1942,1678
2058,1940,1677
2057,1942,1677
2056,1942,1676
2054,1941,1677
2058,1943,1676
2059,1942,1678
2058,1943,1679
2060,1943,1678
2060,1943,1680
2059,1944,1679
2059,1943,1680
2059,1943,1678
2058,1944,1679
2059,1944,1678
2058,1942,1678
2059,1942,1676
2060,1943,1675
2059,1941,1677
2058,1943,1676
2058,1943,1676
2059,1943,1678
2055,1944,1678
2058,1944,1679
2059,1943,1681
2059,1943,1680
2061,1944,1680
2061,1944,1680
2058,1943,1681
2063,1943,1679
2061,1942,1680
2059,1942,1679
2059,1943,1677
2061,1940,1678
2060,1941,1679
2062,1940,1679
2064,1940,1680
2066,1939,1681
2067,1941,1681
2068,1939,1682
2069,1940,1685
2068,1936,1685
2072,1937,1686
2072,1938,1688
2071,1937,1687
2073,1936,1687
2071,1935,1687
2074,1935,1686
2074,1933,1686
2072,1933,1688
2073,1935,1684
2072,1932,1687
2071,1937,1687
2074,1939,1687
2071,1944,1688
2074,1949,1689
2077,1954,1690
2077,1957,1690
2077,1960,1690
2077,1964,1688
2076,1966,1688
2075,1968,1688
2072,1969,1688
2072,1969,1687
2069,1970,1686
2066,1970,1684
2064,1968,1681
2061,1968,1682
2058,1972,1678
2055,1965,1678
2052,1967,1677
2050,1969,1674
2048,1969,1676
2044,1968,1676
2047,1969,1675
2041,1966,1675
2039,1968,1676
2038,1969,1677
2038,1970,1676
2036,1968,1680
2038,1969,1680
2037,1970,1679
2035,1968,1680
2037,1969,1680
2036,1967,1680
2036,1968,1681
2037,1967,1680
2038,1966,1681
2037,1965,1681
2037,1966,1682
2036,1964,1682
2039,1961,1686
2040,1963,1685
2039,1962,1686
2040,1958,1686
2037,1959,1685
2038,1956,1687
2036,1955,1685
2039,1953,1683
2040,1949,1685
2040,1949,1685
2040,1947,1686
2035,1946,1685
2042,1942,1685
2045,1942,1685
2046,1944,1685
2046,1942,1684
2045,1943,1686
2046,1943,1685
2046,1943,1686
2045,1942,1686
2047,1943,1685
2046,1941,1683
2047,1941,1684
2047,1943,1683
2045,1943,1682
2047,1945,1681
2047,1943,1680
2044,1944,1682
2045,1945,1681
2046,1943,1681
2044,1948,1680
2044,1949,1680
2046,1952,1679
2044,1954,1681
2046,1955,1681
2043,1956,1679
2044,1957,1680
2044,1959,1679
2044,1959,1681
2042,1959,1680
2042,1959,1678
2039,1959,1677
2038,1958,1677
2038,1960,1675
2038,1961,1674
2034,1959,1673
2035,1959,1671
2035,1960,1672
2032,1959,1672
2032,1961,1671
2033,1959,1672
2034,1958,1672
2032,1958,1670
2034,1959,1668
2033,1955,1669
2032,1955,1666
2033,1953,1668
2032,1951,1667
2032,1949,1665
2033,1947,1665
2034,1944,1666
2037,1944,1665
2038,1941,1664
2038,1939,1664
2040,1938,1665
2040,1938,1664
2040,1936,1665
2042,1935,1664
2043,1933,1664
2048,1931,1668
2049,1929,1666
2050,1927,1667
2050,1926,1668
2050,1924,1667
2051,1922,1667
2051,1922,1666
2055,1921,1663
2057,1917,1662
2058,1917,1665
2061,1918,1665
2061,1917,1666
2061,1918,1667
2063,1918,1666
2063,1919,1666
2066,1918,1667
2068,1918,1666
2069,1919,1667
2069,1920,1668
2074,1920,1667
2070,1921,1668
2071,1918,1667
2071,1918,1668
2071,1920,1667
2071,1919,1668
2069,1919,1668
2071,1921,1667
2073,1922,1670
2070,1921,1672
2072,1922,1673
2071,1924,1673
2072,1925,1674
2072,1925,1677
2072,1925,1677
2072,1927,1678
2072,1926,1680
2071,1927,1679
2069,1927,1678
2068,1923,1677
2066,1927,1680
2066,1928,1680
2066,1926,1679
2064,1928,1682
2065,1929,1682
2059,1930,1682
2061,1931,1683
2063,1933,1683
2061,1933,1684
2060,1934,1684
2061,1934,1683
2060,1936,1682
2058,1937,1682
2057,1934,1681
2056,1938,1682
2055,1936,1682
2052,1936,1683
2055,1936,1682
2054,1939,1682
2051,1937,1681
2055,1937,1680
2052,1940,1681
2055,1939,1681
2053,1939,1681
2051,1939,1683
2055,1939,1680
2056,1939,1684
2057,1938,1682
2058,1939,1680
2056,1939,1680
2056,1940,1680
2060,1937,1680
2057,1938,1678
2053,1936,1678
2054,1933,1677
2055,1934,1676
2054,1933,1676
2057,1936,1673
2055,1933,1675
2054,1933,1676
2057,1932,1674
2056,1931,1675
2056,1932,1675
2058,1931,1674
2057,1930,1677
2058,1930,1676
2057,1931,1673
2058,1930,1673
2056,1927,1673
2057,1928,1674
2058,1928,1672
2057,1928,1673
2058,1928,1673
2059,1927,1672
2060,1928,1671
2060,1927,1674
2060,1927,1675
2061,1929,1674
2062,1929,1674
2062,1930,1675
2061,1929,1674
2063,1931,1674
2064,1929,1675
2064,1928,1674
2062,1931,1674
2063,1929,1675
2062,1928,1676
2064,1929,1673
2066,1930,1672
2065,1929,1673
2067,1932,1673
2065,1932,1673
2066,1933,1673
2066,1933,1676
2068,1934,1677
2066,1936,1678
2068,1934,1677
2067,1935,1678
2068,1936,1679
2069,1936,1677
2067,1935,1679
2064,1935,1677
2064,1935,1676
2064,1937,1673
2063,1938,1674
2063,1937,1673
2063,1939,1672
2064,1938,1672
2063,1940,1673
2060,1941,1672
2062,1942,1673
2062,1945,1672
2061,1944,1675
2061,1945,1675
2063,1947,1674
2062,1947,1675
2061,1948,1674
2061,1949,1674
2035,1947,1671
2058,1948,1671
2060,1947,1670
2059,1945,1671
2059,1947,1670
2059,1947,1669
2058,1948,1668
2055,1948,1668
2090,1947,1667
2055,1948,1666
2054,1948,1668
2055,1948,1668
2056,1947,1668
2054,1946,1667
2055,1948,1668
2057,1948,1667
2056,1945,1668
2054,1944,1667
2054,1944,1667
2054,1945,1666
2055,1943,1667
2055,1944,1667
2055,1945,1667
2055,1946,1667
2055,1945,1668
2056,1946,1667
2057,1947,1667
2057,1947,1668
2055,1948,1666
2054,1949,1665
2055,1949,1666
2051,1949,1666
2051,1952,1667
2051,1950,1666
2050,1951,1668
2051,1949,1664
2051,1950,1666
2051,1951,1666
2050,1951,1665
2048,1951,1666
2046,1953,1667
2048,1955,1667
2047,1957,1667
2047,1957,1667
2048,1958,1668
2047,1957,1669
2047,1959,1669
2046,1962,1668
2046,1962,1666
2044,1961,1670
2045,1961,1670
2044,1962,1668
2042,1961,1668
2041,1963,1666
2040,1964,1667
2038,1963,1668
2040,1964,1668
2035,1964,1669
2038,1965,1668
2039,1966,1670
2038,1967,1669
2039,1966,1669
2042,1968,1671
2040,1967,1671
2042,1966,1672
2043,1966,1671
2044,1967,1672
2041,1965,1672
2041,1966,1672
2041,1967,1672
2040,1965,1672
2042,1966,1672
2042,1966,1672
2044,1965,1675
2049,1959,1678
2055,1947,1681
2058,1938,1685
2063,1928,1688
2068,1919,1692
2070,1912,1694
2069,1907,1693
2079,1908,1694
2080,1905,1695
2086,1906,1693
2088,1904,1695
2090,1905,1693
2090,1907,1691
2093,1909,1691
2095,1909,1690
2095,1909,1689
2098,1907,1691
2096,1908,1692
2095,1910,1692
2092,1908,1693
2089,1909,1692
2087,1912,1692
2083,1911,1695
2081,1914,1696
2077,1917,1696
2075,1918,1698
2070,1922,1699
2070,1922,1697
2067,1925,1698
2062,1927,1701
2058,1930,1701
2055,1936,1701
2052,1936,1702
2049,1941,1704
2045,1942,1702
2045,1946,1705
2043,1949,1707
2042,1954,1708
2041,1957,1709
2042,1959,1709
2042,1962,1709
2040,1963,1710
2038,1967,1709
2039,1967,1711
2037,1968,1710
2036,1970,1710
2037,1970,1709
2036,1970,1710
2037,1973,1710
2032,1973,1710
2033,1973,1711
2035,1973,1710
2034,1975,1708
2037,1974,1710
2037,1975,1710
2038,1972,1710
2037,1973,1709
2037,1976,1708
2038,1975,1709
2039,1976,1709
2040,1975,1706
2041,1975,1706
2041,1973,1707
2044,1973,1705
2044,1971,1705
2043,1970,1705
2049,1970,1705
2047,1969,1703
2051,1968,1702
2052,1969,1704
2052,1967,1704
2051,1967,1705
2055,1966,1703
2055,1963,1702
2056,1963,1705
2055,1959,1703
2056,1959,1704
2055,1955,1704
2058,1956,1705
2059,1955,1705
2058,1953,1705
2058,1950,1704
2058,1949,1707
2058,1949,1705
2059,1949,1708
2060,1948,1708
2060,1947,1708
2061,1947,1709
2061,1946,1709
2062,1945,1709
2061,1944,1709
2060,1942,1711
2061,1944,1711
2056,1939,1710
2059,1939,1710
2057,1938,1709
2054,1936,1710
2054,1936,1710
2051,1938,1711
2051,1937,1712
2052,1935,1712
2048,1935,1714
2052,1934,1715
2051,1934,1715
2051,1934,1714
2051,1934,1714
2049,1932,1714
2048,1931,1716
2046,1932,1715
2047,1931,1713
2047,1932,1713
2045,1932,1711
2043,1931,1710
2043,1930,1710
2043,1931,1709
2046,1934,1706
2040,1934,1708
2045,1936,1704
2044,1937,1704
2048,1937,1704
2047,1939,1704
2046,1939,1702
2045,1940,1704
2047,1942,1701
2045,1941,1702
2047,1944,1700
2046,1943,1700
2046,1943,1697
2044,1943,1696
2044,1944,1697
2044,1944,1694
2044,1938,1696
2043,1946,1696
2044,1945,1697
2043,1946,1696
2045,1949,1695
2046,1949,1696
2045,1948,1694
2045,1949,1694
2043,1949,1692
2046,1948,1694
2046,1949,1694
2046,1948,1692
2045,1946,1692
2045,1948,1691
2044,1947,1691
2043,1945,1692
2043,1944,1694
2046,1945,1693
2044,1944,1692
2044,1946,1691
2047,1946,1691
2045,1945,1693
2048,1946,1694
2048,1946,1696
2049,1944,1695
2049,1945,1696
2049,1943,1698
2050,1944,1698
2050,1943,1696
2050,1941,1697
2050,1939,1697
2048,1939,1697
2048,1942,1698
2048,1941,1698
2049,1941,1699
2051,1940,1699
2050,1942,1699
2051,1940,1700
2049,1941,1702
2048,1941,1701
2050,1941,1699
2050,1943,1700
2048,1941,1702
2047,1943,1698
2048,1943,1701
2047,1942,1699
2047,1942,1698
2044,1943,1695
2047,1942,1695
2047,1945,1695
2047,1945,1693
2046,1945,1694
2045,1945,1694
2046,1950,1694
2045,1946,1697
2047,1947,1694
2048,1946,1694
2048,1946,1694
2052,1946,1693
2049,1946,1694
2049,1946,1693
2047,1946,1692
2048,1944,1693
2045,1945,1693
2045,1944,1691
2045,1944,1690
2043,1944,1689
2044,1945,1688
2044,1942,1686
2045,1942,1688
2044,1942,1686
2043,1943,1685
2043,1942,1687
2045,1943,1687
2047,1942,1686
2047,1942,1685
2048,1941,1684
2046,1941,1681
2046,1938,1684
2048,1938,1682
2047,1938,1680
2046,1938,1678
2049,1937,1676
2048,1937,1677
2049,1935,1677
2049,1937,1676
2050,1936,1676
2050,1935,1679
2049,1933,1679
2050,1933,1680
2052,1932,1681
2051,1932,1680
2053,1931,1680
2051,1932,1681
2054,1930,1680
2054,1929,1679
2052,1928,1680
2053,1928,1678
2053,1927,1678
2052,1925,1679
2053,1926,1680
2051,1927,1683
2052,1927,1684
2051,1927,1686
2054,1927,1686
2053,1927,1687
2053,1928,1688
2052,1928,1690
2054,1928,1693
2057,1929,1691
2052,1928,1693
2052,1931,1693
2050,1930,1693
2049,1931,1694
2047,1928,1694
2045,1931,1694
2045,1932,1695
2045,1931,1697
2043,1932,1698
2043,1931,1699
2042,1934,1700
2042,1934,1700
2042,1935,1702
2044,1935,1702
2043,1936,1702
2041,1937,1703
2041,1936,1704
2040,1938,1703
2041,1938,1702
2038,1937,1701
2039,1940,1700
2038,1939,1699
2038,1939,1700
2034,1940,1699
2034,1938,1698
2036,1940,1698
2033,1941,1698
2036,1942,1697
2034,1943,1698
2035,1943,1694
2037,1944,1694
2038,1943,1694
2038,1944,1694
2037,1944,1694
2037,1942,1693
2039,1943,1691
2037,1942,1690
2036,1941,1690
2036,1941,1688
2037,1941,1687
2038,1941,1685
2037,1944,1683
2037,1945,1683
2040,1943,1681
2042,1946,1679
2042,1947,1678
2043,1946,1678
2044,1947,1676
2047,1945,1676
2048,1946,1674
2049,1943,1673
2049,1946,1672
2050,1944,1671
2051,1944,1666
2050,1943,1668
2050,1938,1667
2049,1940,1666
2051,1939,1666
2049,1939,1665
2050,1939,1666
2051,1937,1668
2044,1935,1668
2053,1935,1669
2053,1933,1669
2056,1932,1670
2054,1932,1671
2047,1929,1674
2055,1932,1673
2055,1928,1674
2056,1926,1674
2055,1925,1675
2055,1924,1676
2054,1922,1678
2054,1921,1679
2053,1921,1682
2053,1919,1685
2053,1920,1686
2053,1919,1687
2055,1918,1691
2052,1918,1696
2054,1917,1697
2052,1916,1698
2051,1918,1698
2052,1917,1700
2049,1917,1702
2049,1917,1702
2047,1916,1702
2041,1916,1701
2045,1916,1705
2044,1916,1704
2044,1918,1706
2042,1917,1707
2043,1920,1704
2042,1922,1706
2042,1922,1708
2040,1926,1708
2040,1928,1708
2038,1928,1709
2040,1929,1709
2041,1930,1709
2038,1931,1708
2039,1933,1706
2037,1932,1707
2036,1933,1707
2037,1936,1704
2035,1934,1704
2035,1936,1703
2035,1939,1702
2037,1940,1700
2034,1940,1701
2036,1942,1700
2036,1943,1698
2035,1945,1697
2039,1947,1695
2040,1947,1693
2039,1946,1694
2039,1948,1693
2043,1950,1690
2041,1949,1688
2043,1951,1687
2044,1952,1686
2044,1952,1685
2045,1953,1681
2046,1955,1679
2044,1955,1680
2046,1954,1678
2048,1957,1675
2046,1957,1676
2047,1959,1675
2049,1959,1675
2052,1959,1674
2053,1960,1671
2052,1960,1672
2051,1962,1670
2054,1960,1671
2054,1961,1671
2055,1961,1670
2055,1960,1669
2051,1959,1669
2052,1959,1669
2054,1960,1668
2051,1958,1670
2053,1958,1670
2051,1957,1670
2059,1957,1672
2055,1958,1673
2052,1956,1675
2056,1955,1677
2055,1955,1679
2056,1955,1679
2054,1955,1683
2050,1954,1682
2051,1952,1680
2052,1950,1682
2051,1950,1683
2053,1948,1685
2054,1946,1685
2053,1947,1688
2052,1946,1686
2048,1947,1689
2044,1948,1686
2039,1951,1688
2037,1951,1686
2038,1949,1688
2036,1952,1687
2035,1950,1686
2036,1947,1688
2032,1949,1686
2032,1949,1685
2031,1947,1684
2032,1947,1682
2032,1946,1680
2031,1946,1680
2034,1945,1679
2034,1943,1677
2035,1943,1675
2035,1944,1675
2036,1944,1675
2036,1944,1675
2037,1947,1673
2036,1944,1671
2037,1945,1670
2037,1945,1667
2036,1946,1662
2035,1945,1661
2036,1941,1662
2038,1943,1657
2037,1942,1657
2038,1942,1654
2037,1938,1654
2038,1940,1653
2042,1939,1651
2043,1940,1649
2043,1939,1648
2041,1939,1647
2043,1942,1647
2044,1941,1646
2047,1943,1645
2047,1942,1645
2046,1940,1643
2047,1941,1640
2050,1940,1639
2049,1942,1637
2048,1939,1635
2051,1939,1633
2049,1939,1631
2046,1941,1630
2055,1940,1625
2050,1941,1627
2048,1943,1625
2050,1943,1627
2050,1946,1628
2054,1947,1626
2052,1949,1625
2054,1951,1624
2055,1954,1620
2055,1955,1621
2054,1957,1619
2054,1958,1617
2055,1959,1612
2052,1959,1609
2053,1961,1605
2054,1961,1601
2051,1964,1598
2053,1963,1596
2053,1966,1594
2053,1966,1592
2054,1971,1589
2055,1968,1586
2055,1968,1582
2057,1970,1579
2057,1970,1576
2059,1967,1574
2060,1966,1573
2060,1963,1569
2059,1962,1563
2059,1959,1562
2058,1956,1560
2056,1954,1556
2055,1952,1552
2052,1951,1551
2055,1948,1548
2052,1947,1548
2053,1945,1546
2054,1944,1544
2054,1944,1543
2053,1943,1541
2052,1942,1540
2051,1943,1538
2052,1943,1535
2051,1942,1530
2053,1945,1527
2053,1942,1527
2055,1946,1524
2058,1949,1519
2063,1948,1517
2066,1949,1516
2069,1948,1515
2072,1946,1515
2074,1945,1513
2076,1945,1516
2077,1942,1515
2079,1940,1514
2080,1938,1514
2081,1936,1513
2085,1930,1514
2087,1928,1513
2088,1924,1516
2100,1920,1517
2091,1918,1517
2090,1916,1515
2088,1912,1516
2090,1914,1515
2087,1912,1516
2085,1911,1515
2084,1910,1516
2087,1911,1516
2088,1910,1517
2088,1908,1518
2086,1908,1518
2088,1907,1518
2090,1906,1515
2090,1903,1518
2092,1898,1518
2092,1896,1519
2096,1894,1518
2094,1892,1517
2095,1893,1516
2095,1891,1515
2095,1891,1515
2097,1891,1515
2097,1892,1514
2099,1894,1513
2096,1899,1507
2093,1905,1505
2089,1908,1502
2092,1913,1500
2092,1913,1501
2089,1916,1499
2090,1917,1500
2088,1916,1500
2088,1917,1499
2087,1916,1501
2087,1917,1501
2086,1918,1503
2086,1919,1504
2083,1919,1505
2084,1920,1507
2083,1923,1506
2085,1922,1508
2081,1923,1510
2081,1923,1512
2081,1924,1514
2079,1927,1514
2081,1928,1514
2079,1928,1516
2077,1928,1517
2077,1932,1519
2076,1930,1518
2074,1930,1520
2071,1929,1521
2080,1932,1522
2072,1933,1520
2070,1933,1522
2069,1933,1524
2070,1935,1526
2069,1934,1525
2070,1936,1527
2068,1936,1528
2069,1938,1529
2065,1938,1531
2068,1939,1532
2070,1939,1535
2069,1939,1534
2065,1941,1536
2067,1941,1538
2070,1940,1539
2068,1941,1541
2069,1941,1542
2070,1941,1544
2070,1941,1546
2071,1943,1547
2071,1944,1549
2071,1945,1552
2073,1945,1553
2072,1945,1555
2074,1944,1558
2075,1948,1559
2075,1946,1562
2076,1947,1564
2077,1950,1562
2076,1950,1567
2071,1950,1568
2073,1950,1568
2073,1952,1569
2072,1950,1571
2072,1951,1573
2071,1951,1574
2072,1951,1576
2074,1953,1575
2073,1951,1578
2073,1951,1580
2075,1953,1580
2075,1952,1585
2077,1953,1586
2077,1952,1590
2077,1952,1590
2077,1951,1591
2078,1951,1593
2075,1950,1593
2075,1949,1594
2075,1948,1593
2079,1948,1596
2076,1948,1598
2077,1950,1598
2073,1948,1602
2076,1948,1603
2076,1948,1606
2078,1949,1608
2077,1950,1610
2078,1948,1614
2078,1949,1616
2076,1946,1618
2079,1948,1618
2079,1947,1619
2076,1942,1622
2076,1944,1625
2075,1940,1625
2077,1941,1627
2076,1941,1630
2077,1940,1631
2076,1940,1632
2077,1941,1634
2076,1939,1638
2075,1939,1640
2078,1942,1641
2076,1940,1645
2075,1939,1646
2074,1939,1648
2075,1937,1650
2077,1937,1650
2078,1934,1652
2076,1936,1654
2075,1934,1654
2074,1935,1655
2074,1935,1656
2072,1934,1658
2071,1936,1658
2071,1935,1662
2071,1936,1665
2068,1935,1664
2066,1935,1666
2071,1936,1667
2070,1936,1669
2070,1936,1670
2069,1935,1674
2070,1935,1677
2070,1936,1677
2068,1934,1678
2067,1933,1680
2068,1932,1680
2065,1933,1681
2066,1933,1683
2065,1932,1683
2063,1932,1685
2064,1933,1688
2063,1934,1690
2061,1933,1692
2061,1932,1693
2060,1934,1696
2058,1936,1700
2059,1936,1699
2057,1935,1702
2058,1936,1705
2056,1935,1708
2057,1935,1708
2056,1935,1710
2054,1937,1711
2052,1936,1713
2052,1937,1716
2052,1937,1717
2050,1936,1719
2049,1937,1721
2050,1937,1724
2048,1939,1724
2046,1939,1726
2050,1941,1727
2046,1941,1728
2045,1940,1733
2048,1943,1734
2046,1943,1738
2044,1942,1737
2043,1942,1738
2044,1944,1739
2040,1943,1741
2042,1943,1742
2043,1944,1743
2042,1945,1745
2041,1946,1749
2041,1948,1750
2040,1947,1751
2041,1948,1756
2043,1948,1757
2040,1949,1759
2043,1949,1761
2041,1950,1764
2042,1951,1766
2043,1953,1766
2042,1955,1767
2040,1954,1770
2042,1954,1772
2041,1955,1773
2039,1957,1773
2040,1956,1776
2041,1956,1778
2040,1959,1780
2041,1958,1781
2042,1959,1784
2038,1958,1786
2042,1962,1788
2043,1964,1787
2044,1962,1790
2041,1965,1792
2042,1965,1794
2043,1966,1796
2042,1964,1795
2043,1965,1796
2040,1962,1797
2040,1968,1798
2041,1966,1799
2040,1965,1802
2042,1968,1805
2040,1969,1804
2040,1966,1809
2042,1968,1808
2042,1969,1811
2041,1969,1811
2042,1970,1811
2040,1970,1815
2041,1968,1815
2029,1969,1818
2042,1969,1818
2040,1968,1821
2040,1970,1821
2039,1969,1820
2039,1967,1823
2039,1967,1825
2038,1968,1825
2037,1967,1827
2036,1967,1827
2037,1967,1828
2037,1968,1829
2037,1968,1832
2037,1968,1833
2035,1968,1835
2037,1967,1835
2040,1967,1835
2035,1964,1836
2035,1966,1835
2033,1964,1838
2031,1961,1837
2032,1962,1835
2032,1963,1838
2029,1962,1840
2030,1963,1840
2030,1963,1840
2030,1961,1842
2027,1962,1843
2028,1962,1844
2029,1962,1844
2029,1960,1846
2027,1961,1848
2028,1961,1849
2027,1961,1850
2027,1961,1850
2024,1959,1849
2025,1960,1851
